country,chamber,chamber_type,dimension,indicator,question_id,question_text,selected_answer,score,max_score,country_context,supporting_evidence
Philippines,House of Representatives,lower,Accountability,Pre-legislative scrutiny of bills,Q5.1,Is there scrutiny of bills before plenary deliberation by Parliament to assess viability?,Mandatory,1.0,1,Confirmed via secondary reporting; not directly verified with the secretariat.,Reference: most recent annual transparency report.
Philippines,House of Representatives,lower,Accountability,Pre-legislative scrutiny of bills,Q5.2,How consistently are bills subject to scrutiny prior to plenary deliberation by Parliament?,All bills undergo scrutiny,1.0,1,Publicly available on the parliament's official website.,"See parliament website, official publications section."
Philippines,House of Representatives,lower,Accountability,Post-legislative scrutiny of laws,Q6.1,Is there post-legislative scrutiny of laws by Parliament to assess effectiveness after enactment?,"Not mandatory, but applied selectively or occasionally",0.5,1,Publicly available on the parliament's official website.,Reference: most recent annual transparency report.
Philippines,House of Representatives,lower,Accountability,Post-legislative scrutiny of laws,Q6.2,How consistently are laws subject to post-legislative scrutiny by Parliament after enactment?,Scrutiny occurs inconsistently or selectively,0.5,1,Publicly available on the parliament's official website.,No public documentation found at time of assessment.
Philippines,House of Representatives,lower,Citizen Participation,Public feedback on bills prior to Parliament deliberation,Q7.1,"Is there regular public consultation for proposals or feedback on bills during the drafting stage, prior to formal introduction in Parliament?",No formal mechanisms exist to facilitate public feedback on draft bills,0.0,1,Practice varies by session; not consistently applied.,Reference: most recent annual transparency report.
Philippines,House of Representatives,lower,Citizen Participation,Public feedback on bills prior to Parliament deliberation,Q7.2,"Is information provided on how public feedback given during the drafting of bills, prior to formal introduction in Parliament, is considered?",Information is provided inconsistently or selectively,0.5,1,"Available in the national language only, no official translation.",Reference: most recent annual transparency report.
Philippines,House of Representatives,lower,Citizen Participation,Public feedback on bills during Parliament deliberation,Q8.1,Is there regular public consultation for proposals or feedback on bills during parliamentary review or committee stages?,The public is openly invited to provide feedback on most or all bills,1.0,1,"Available in the national language only, no official translation.",No public documentation found at time of assessment.
Philippines,House of Representatives,lower,Citizen Participation,Public feedback on bills during Parliament deliberation,Q8.2,Is information provided on how public feedback given during the parliamentary review or committee stages of a bill is considered?,Information is consistently provided,1.0,1,"Provided only upon formal request, not proactively disclosed.",Reference: most recent annual transparency report.
Philippines,House of Representatives,lower,Citizen Participation,Public feedback on laws post-enactment,Q9.1,Is the public formally able to provide feedback on enacted laws to inform review or amendment?,"Public can provide feedback, but only selectively or on an ad hoc basis",0.5,1,"Available in the national language only, no official translation.",Reference: most recent annual transparency report.
Philippines,House of Representatives,lower,Citizen Participation,Public feedback on laws post-enactment,Q9.2,"Is information provided on how public feedback given post-enactment of a law, is considered?",No information is provided,0.0,1,"Available in the national language only, no official translation.",No public documentation found at time of assessment.
Philippines,House of Representatives,lower,Transparency,Availability of MP personal information,Q10.1,Is the following information about Members of Parliament publicly made available by Parliament? [Select all that apply],"Yes, a name list identifying MPs | Yes, all roles held by MPs in current Parliament",0.5,1,"Available in the national language only, no official translation.",Reference: most recent annual transparency report.
Philippines,House of Representatives,lower,Transparency,Availability of MP personal information,Q10.2,"Is each of the categories selected above available for all MPs, or only some?",Available for some MPs,0.5,1,Publicly available on the parliament's official website.,Reference: most recent annual transparency report.
Philippines,House of Representatives,lower,Transparency,Availability of MP personal information,Q10.3,In what format does Parliament publish the above information about Members of Parliament?,Real-time API,1.0,1,Publicly available on the parliament's official website.,No public documentation found at time of assessment.
Philippines,House of Representatives,lower,Transparency,Availability of MPs' staff personal information,Q11.1,Is the following information about staff of Members of Parliament publicly made available by Parliament? [Select all that apply],"Yes, published names to identify MPs' staff",0.25,1,"Available in the national language only, no official translation.","See parliament website, official publications section."
Philippines,House of Representatives,lower,Transparency,Availability of MPs' staff personal information,Q11.2,"Is each of the categories of information selected above available for all staff of Members of Parliament, or only some?",Available for all or most staff,1.0,1,"Available in the national language only, no official translation.",Reference: most recent annual transparency report.
